popularity,budget,title,cast,director,keywords,genres,companies,score
1.419386,22000000,Homefront,Jason Statham|James Franco|Izabela Vidovic|Winona Ryder|Rachelle Lefevre,Gary Fleder,based on novel|drug dealer|ex-cop|rural setting|undercover cop,Action|Thriller,Millennium Films|Open Road Films,6.4
1.41459,50000000,Escape Plan,Sylvester Stallone|Arnold Schwarzenegger|Jim Caviezel|Vinnie Jones|50 Cent,Mikael HÃ¥fstrÃ¶m,prison|muslim|ship|mystery|science fiction,Action|Thriller,Summit Entertainment|Atmosphere Entertainment MM|Emmett/Furla Films|Mark Canton Productions|Envision Entertainment,6.7
1.412233,30000000,Carrie,ChloÃ« Grace Moretz|Julianne Moore|Judy Greer|Alex Russell|Portia Doubleday,Kimberly Peirce,terror|based on novel|power|telekinesis|high school,Drama|Horror,Screen Gems|Metro-Goldwyn-Mayer (MGM)|Misher Films,5.8
1.40572,55000000,Captain Phillips,Tom Hanks|Catherine Keener|Max Martini|Chris Mulkey|Yul Vazquez,Paul Greengrass,ship|hijacking|somalia|fisherman|blood,Action|Drama|Thriller,Columbia Pictures,7.7
1.388168,25000000,The Counselor,Michael Fassbender|Cameron Diaz|Javier Bardem|Goran Visnjic|PenÃ©lope Cruz,Ridley Scott,poetry|lawyer|drug smuggling|drug trafficking|red dress,Thriller|Crime|Drama,Ingenious Media|Fox 2000 Pictures|Scott Free Productions|Kanzaman|Nick Wechsler Productions,4.9
1.375772,150000000,White House Down,Channing Tatum|Jamie Foxx|Joey King|Maggie Gyllenhaal|Richard Jenkins,Roland Emmerich,u.s. president|conspiracy|secret service|the white house,Action|Drama|Thriller,Columbia Pictures|Centropolis Entertainment|Iron Horse Entertainment (II)|Mythology Entertainment (II),6.4
1.366699,8000000,Begin Again,Mark Ruffalo|Keira Knightley|Adam Levine|Hailee Steinfeld|Catherine Keener,John Carney,,Comedy|Music|Romance|Drama,Likely Story|Apatow Productions|Exclusive Media Group|Sycamore Pictures,7.2
1.363563,35000000,The Big Wedding,Robert De Niro|Diane Keaton|Katherine Heigl|Amanda Seyfried|Topher Grace,Justin Zackham,adoption|marriage|divorce|birth mother,Comedy,Millenium Films|Two Ton Films,5.6
1.358934,12000000,Life of Crime,John Hawkes|Mos Def|Jennifer Aniston|Tim Robbins|Isla Fisher,Daniel Schechter,kidnapper|detroit,Comedy|Crime,Gotham Group|Abbolita Productions|Starstream Entertainment,5.6
1.333929,0,Short Term 12,Brie Larson|John Gallagher Jr.|Kaitlyn Dever|Rami Malek|Keith Stanfield,Destin Cretton,child abuse|suicide attempt|social worker|based on short film|pregnancy,Drama,Traction Media|Animal Kingdom,7.8
1.3317,195000000,Jack the Giant Slayer,Nicholas Hoult|Eleanor Tomlinson|Ewan McGregor|Stanley Tucci|Ian McShane,Bryan Singer,based on fairy tale|giant,Action|Family|Fantasy,New Line Cinema|Original Film|Legendary Pictures|Warner Bros.|Big Kid Pictures,5.5
1.321896,30000000,Runner Runner,Ben Affleck|Gemma Arterton|Justin Timberlake|Anthony Mackie|David Costabile,Brad Furman,gambling|casino|gambling debts|dirty cop|puerto rico,Crime|Thriller|Drama,20th Century Fox|Double Feature Films|Appian Way|Stone Village Pictures|New Regency Pictures,5.5
1.319947,55000000,Bullet to the Head,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa,Walter Hill,,Action|Crime|Thriller,Dark Castle Entertainment|After Dark Films|IM Global|Automatik Entertainment|Silver Reel,5.2
1.316881,11000000,What If,Daniel Radcliffe|Zoe Kazan|Rafe Spall|Megan Park|Adam Driver,Michael Dowse,male female relationship|best friend|falling in love,Drama|Comedy|Romance,Fastnet Films|Caramel Film|No Trace Camping,6.7
1.30454,26000000,Delivery Man,Vince Vaughn|Cobie Smulders|Chris Pratt|Britt Robertson|Jack Reynor,Ken Scott,remake|sperm donor,Comedy,DreamWorks SKG|Touchstone Pictures,6.1
1.302011,32000000,This Is the End,James Franco|Jonah Hill|Seth Rogen|Jay Baruchel|Danny McBride,Seth Rogen|Evan Goldberg,rape|monster|panic|friendship|celebrity,Action|Comedy,Columbia Pictures|Mandate Pictures|Sony Pictures Entertainment (SPE)|Point Grey Pictures,6.2
1.291008,15000000,Jackass Presents: Bad Grandpa,Johnny Knoxville|Jackson Nicoll|Georgina Cates|Spike Jonze|Catherine Keener,Jeff Tremaine,duringcreditsstinger,Comedy,Paramount Pictures|MTV Films|Dickhouse Productions,6.1
1.290891,35000000,Parker,"Jason Statham|Jennifer Lopez|Nick Nolte|Michael Chiklis|Clifton Collins, Jr.",Taylor Hackford,professional thief,Action|Crime,SND,5.6
1.28446,130000000,After Earth,Jaden Smith|Will Smith|Sophie Okonedo|ZoÃ« Kravitz|Glenn Morshower,M. Night Shyamalan,dystopia,Science Fiction|Action|Adventure,Columbia Pictures|Blinding Edge Pictures|Overbrook Entertainment,5.1
1.279078,7000000,Only Lovers Left Alive,Tom Hiddleston|Tilda Swinton|Mia Wasikowska|John Hurt|Anton Yelchin,Jim Jarmusch,vampire|night|musician|love|blood,Drama|Romance,Pandora Film|Neue Road Movies|ARD/Degeto Film GmbH|Recorded Picture Company (RPC)|Snow Wolf Produktion,7.2
1.275381,43000000,The Heat,Sandra Bullock|Melissa McCarthy|DemiÃ¡n Bichir|Michael Rapaport|Taran Killam,Paul Feig,boston|fbi|buddy comedy,Action|Comedy|Crime,Ingenious Film Partners|Ingenious Media|Twentieth Century Fox Film Corporation|Chernin Entertainment|Big Screen Productions,6.6
1.261132,35000000,Saving Mr. Banks,Emma Thompson|Tom Hanks|Paul Giamatti|Colin Farrell|Ruth Wilson,John Lee Hancock,biography|animation|writer|moviemaking,Comedy|Drama|History,Walt Disney Pictures|BBC Films|Ruby Films|Essential Media & Entertainment|Hopscotch Features,7.3
1.251506,28000000,Kick-Ass 2,Aaron Taylor-Johnson|ChloÃ« Grace Moretz|Christopher Mintz-Plasse|Clark Duke|Jim Carrey,Jeff Wadlow,crime fighter|secret identity|marvel comic|superhero|aftercreditsstinger,Action|Adventure|Crime,Universal Pictures|Marv Films,6.3
1.227417,5000000,Oculus,Katee Sackhoff|Karen Gillan|Brenton Thwaites|James Lafferty|Rory Cochrane,Mike Flanagan,hallucination|supernatural|mirror|skepticism|ghost,Horror,Intrepid Pictures|Blumhouse Productions|Relativity Media|WWE Studios|MICA Entertainment,6.2
1.21451,255000000,The Lone Ranger,Johnny Depp|Armie Hammer|William Fichtner|Helena Bonham Carter|James Badge Dale,Gore Verbinski,texas|horse|survivor|texas ranger|partner,Action|Adventure|Western,Walt Disney Pictures|Jerry Bruckheimer Films|Infinitum Nihil|Silver Bullet Productions (II)|Blind Wink Productions,6.0
1.212556,60000000,Gangster Squad,Sean Penn|Ryan Gosling|Emma Stone|Josh Brolin|Nick Nolte,Ruben Fleischer,los angeles|gangster,Crime|Drama|Action|Thriller,Village Roadshow Pictures|Lin Pictures|Warner Bros.|Langley Park Production,6.1
1.200825,35000000,Identity Thief,Jason Bateman|Melissa McCarthy|Jon Favreau|Amanda Peet|T.I.,Seth Gordon,,Comedy|Crime,Stuber Productions|Aggregate Films|DumbDumb,5.6
1.191537,30000000,The Last Stand,Arnold Schwarzenegger|Forest Whitaker|Rodrigo Santoro|Johnny Knoxville|Jaimie Alexander,Kim Jee-woon,sheriff|small town|hostage|prisoner|fbi,Action|Crime|Thriller,Di Bonaventura Pictures,5.7
1.188033,12000000,Stoker,Mia Wasikowska|Nicole Kidman|Matthew Goode|Dermot Mulroney|Jacki Weaver,Chan-wook Park,mystery,Drama|Horror|Thriller,Fox Searchlight Pictures|Scott Free Productions|Indian Paintbrush,6.3
1.138355,1030064,Kill Your Darlings,Daniel Radcliffe|Elizabeth Olsen|Michael C. Hall|Ben Foster|Dane DeHaan,John Krokidas,,Drama|Romance|Thriller,Killer Films,6.7
1.134425,9000000,All Is Lost,Robert Redford,J.C. Chandor,yacht|sailor|storm at sea|unconsciousness|life raft,Action|Adventure|Drama,Sudden Storm Productions|FilmNation Entertainment|Treehouse Pictures|Before the Door Pictures|Washington Square Films,6.5
1.120621,20000000,Texas Chainsaw 3D,Alexandra Daddario|Dan Yeager|Bill Moseley|Marilyn Burns|Tania Raymonde,John Luessenhop,sequel|gore|leatherface|slasher|chainsaw,Horror|Thriller,Nu Image Films|Lions Gate,5.4
1.116296,2500000,The Spectacular Now,Miles Teller|Shailene Woodley|Brie Larson|Dayo Okeniyi|Masam Holden,James Ponsoldt,alcoholism|coming of age|teen|high school senior|based on young adult book,Comedy|Drama|Romance,21 Laps Entertainment|Andrew Lauren Productions (ALP)|A24,6.8
1.114792,20000000,Trance,James McAvoy|Vincent Cassel|Rosario Dawson|Matt Cross|Danny Sapani,Danny Boyle,amnesia|art thief|hypnotism|heist movie|duringcreditsstinger,Thriller|Crime|Drama|Mystery,Cloud Eight Films|PathÃ©|Decibel Films|Film4,6.4
1.108437,50000000,Anchorman 2: The Legend Continues,Will Ferrell|Steve Carell|Paul Rudd|Christina Applegate|David Koechner,Adam McKay,journalism|mustache|tv news|newsroom|gang warfare,Comedy,Paramount Pictures|Gary Sanchez Productions|Apatow Productions,6.0
1.099023,7500000,Saving Santa,Martin Freeman|Tim Curry|Tim Conway|Pam Ferris|Ashley Tisdale,Leon Joosen|Aaron Seelman,elves|santa claus|musical|time travel|north pole,Animation|Comedy|Family,Gateway Films|Prana Studios|Prana Animation Studios,5.2
1.094958,200000000,Oz: The Great and Powerful,James Franco|Mila Kunis|Rachel Weisz|Michelle Williams|Zach Braff,Sam Raimi,circus|witch|magic|hope|illusion,Fantasy|Adventure|Family,Walt Disney Pictures|Roth Films,5.6
1.089268,135000000,Turbo,Ryan Reynolds|Paul Giamatti|Michael PeÃ±a|Samuel L. Jackson|Luis GuzmÃ¡n,David Soren,underdog|car race|dream|speed|power,Animation|Family,DreamWorks Animation,6.1
1.078745,20000000,Redemption,Jason Statham|Agata Buzek|Vicky McClure|Lee Asquith-Coe|Benedict Wong,Steven Knight,homeless person|chinese mafia|redemption,Action|Thriller,Lionsgate,5.7
1.07557,25000000,Pain & Gain,Mark Wahlberg|Dwayne Johnson|Anthony Mackie|Tony Shalhoub|Ed Harris,Michael Bay,miami|scam|crime|weight lifting|weightlifting,Thriller|Crime|Action,Paramount Pictures|De Line Pictures,6.1
1.072862,0,Curse of Chucky,Brad Dourif|Brennan Elliott|A Martinez|Danielle Bisutti|Fiona Dourif,Don Mancini,wheelchair|escape|toy comes to life|horror icon|chucky,Horror|Thriller,Universal 1440 Entertainment,5.4
1.06823,0,Closed Circuit,Eric Bana|Rebecca Hall|CiarÃ¡n Hinds|Jim Broadbent|Kenneth Cranham,John Crowley,terrorist|ex-lover|lawyer|bombing,Mystery|Drama|Crime|Thriller,Focus Features|Working Title Films,5.7
1.06549,44000000,The Host,Saoirse Ronan|Diane Kruger|Jake Abel|William Hurt|Frances Fisher,Andrew Niccol,based on novel|mass murder|dystopia|two word title|genocide,Action|Adventure|Romance|Science Fiction|Thriller,Nick Wechsler Productions|Open Road Films|Silver Reel|Chockstone Pictures,6.0
1.064357,30000000,Oldboy,Josh Brolin|Elizabeth Olsen|Samuel L. Jackson|Sharlto Copley|Lance Reddick,Spike Lee,imprisonment|remake of korean film,Drama|Thriller|Mystery|Action,Vertigo Entertainment|40 Acres & A Mule Filmworks|Good Universe|OB Productions,6.0
1.055997,18000000,Labor Day,Josh Brolin|Kate Winslet|Gattlin Griffith|Tobey Maguire|Tom Lipinski,Jason Reitman,escaped convict|depressed mom,Drama,Mr. Mudd Production|Indian Paintbrush|Right of Way Films,6.6
1.054366,15000000,Mama,Jessica Chastain|Nikolaj Coster-Waldau|Megan Charpentier|Isabelle NÃ©lisse|Daniel Kash,Andy Muschietti,supernatural horror,Horror,Universal Pictures|Toma 78|De Milo,6.0
1.049952,16000000,The Colony,Laurence Fishburne|Kevin Zegers|Bill Paxton|John Tench|Atticus Mitchell,Jeff Renfroe,ice age|dystopia|global warming|starvation|cannibalism,Action|Science Fiction|Horror,Alcina Pictures|120dB Films|Item 7|Sierra Pictures (II)|Mad Samurai Productions,5.2
1.047604,32000000,The Physician,Tom Payne|Ben Kingsley|Stellan SkarsgÃ¥rd|Olivier Martinez|Emma Rigby,Philipp StÃ¶lzl,,Adventure|Drama|History,ARD Degeto Film|UFA Cinema|CinePostproduction|Beta Cinema|Pixomondo,7.2
1.047374,13000000,Admission,Tina Fey|Paul Rudd|Ann Harada|Ben Levin|Dan Levy,Paul Weitz,princeton university|admissions,Comedy|Drama|Romance,Focus Features,5.4
1.03439,0,Pleasure or Pain,Malena Morgan|Christos Vasilopoulos|Daniel Sobieray|Kayla Jane|Elle Alexandra,Zalman King,sex|designer|seduction|erotic movie,Drama|Thriller,Visual Arts Entertainment|Last Night Productions|The Zalman King Company,4.3
1.031715,25000000,The Butler,Forest Whitaker|David Banner|Michael Rainey Jr.|LaJessie Smith|Mariah Carey,Lee Daniels,white house|butler|biography|civil rights,Drama,Laura Ziskin Productions|Lee Daniels Entertainment|Follow Through Productions|Salamander Pictures|Pam Williams Productions,7.2
1.020237,6000000,Movie 43,Dennis Quaid|Greg Kinnear|Common|Charlie Saxton|Will Sasso,Steven Brill|Elizabeth Banks|Steve Carr|Rusty Cundieff|James Duffy|Griffin Dunne|Peter Farrelly|Patrik Forsberg|James Gunn|Brett Ratner|Will Graham|Jonathan van Tulleken,slapstick|ensemble cast|duringcreditsstinger|woman director,Comedy,Greenestreet Films|Relativity Media|Virgin Produced|Wessler Entertainment|Witness Protection Films,4.4
1.010837,13000000,21 & Over,Miles Teller|Skylar Astin|Justin Chon|Sarah Wright|Jonathan Keltz,Scott Moore|Jon Lucas,alcohol|birthday|debauchery,Comedy,Relativity Media|Virgin Produced|Mandeville Films|SkyLand Entertainment,5.7
1.002527,40000000,Escape from Planet Earth,Brendan Fraser|Rob Corddry|Ricky Gervais|Jessica Alba|Sarah Jessica Parker,Callan Brunker,alien|escape|planet|astronaut|Î“Î·,Animation|Comedy|Adventure|Family|Science Fiction,"Rainmaker Entertainment|Mainframe Entertainment|Weinstein Company, The",5.8
0.983805,40000000,Grudge Match,Robert De Niro|Sylvester Stallone|Alan Arkin|Jon Bernthal|Kevin Hart,Peter Segal,father-son relationship|sport|rival|elderly|elderly man,Comedy,Gerber Pictures|Warner Bros.,6.0
0.976612,10900000,Belle,Gugu Mbatha-Raw|Tom Wilkinson|Miranda Richardson|Penelope Wilton|Emily Watson,Amma Asante,victorian england|trial|slave|black woman|high society,Drama,Isle of Man Film|DJ Films|British Film Institute (BFI)|Pinewood Studios|Metrol Technology,7.1
0.971052,0,Tarzan,Kellan Lutz|Robert Capron|Jaime Ray Newman|Spencer Locke|Brian Bloom,Reinhard Klooss,based on novel|tarzan|motion capture,Animation|Action|Adventure|Family,Constantin Film Produktion|Ambient Entertainment GmbH,5.5
0.968034,12000000,Machete Kills,Danny Trejo|Mel Gibson|Amber Heard|Michelle Rodriguez|SofÃ­a Vergara,Robert Rodriguez,mexico|white house|nuclear missile|machete|outer space,Action|Crime|Thriller,Open Road Films|Overnight Films|AR Films|Aldamisa Entertainment|Demarest Films,5.2
0.96795,28000000,Safe Haven,Julianne Hough|Josh Duhamel|Cobie Smulders|David Lyons|Mike Pniewski,Lasse HallstrÃ¶m,based on novel|small town|widower|single father|nicholas sparks,Romance,Temple Hill Productions|Relativity Media,6.8
0.964707,125687,Europa Report,Sharlto Copley|Daniel Wu|Michael Nyqvist|Christian Camargo|Karolina Wydra,SebastiÃ¡n Cordero,jupiter|spacecraft|extraterrestrial life form|found footage|space adventure,Science Fiction|Thriller,Wayfare Entertainment|Misher Films|Start Motion Pictures,6.1
0.942674,0,Company of Heroes,Tom Sizemore|Chad Michael Collins|Vinnie Jones|JÃ¼rgen Prochnow|Dimitri Diatchenko,Don Michael Paul,world war ii,War,Destination Films,5.3
0.941711,9500000,Bad Words,Jason Bateman|Kathryn Hahn|Allison Janney|Philip Baker Hall|Rohan Chand,Jason Bateman,competition|satire|spelling bee|estranged father|unlikely friendship,Comedy,Darko Entertainment|Aggregate Film,6.2
0.939402,15000000,The Bling Ring,Emma Watson|Israel Broussard|Taissa Farmiga|Katie Chang|Claire Julien,Sofia Coppola,celebrity|thief|fame|burglary|hollywood,Drama|Crime,PathÃ© Distribution|A24,5.3
0.937954,11000000,Empire State,Liam Hemsworth|Dwayne Johnson|Emma Roberts|Nikki Reed|Lydia Hull,Dito Montiel,heist|armored truck,Action|Drama,Grindstone Entertainment Group|Cheetah Vision|Voltage Pictures|Emmett/Furla Films|Envision Entertainment Corporation,5.0
0.934716,23000000,Behind the Candelabra,Michael Douglas|Matt Damon|Rob Lowe|Dan Aykroyd|Scott Bakula,Steven Soderbergh,based on novel|celebrity|based on true story|gay relationship|gay interest,Drama|Romance,HBO Films,6.6
0.932599,78000000,Cloudy with a Chance of Meatballs 2,Bill Hader|Anna Faris|James Caan|Will Forte|Andy Samberg,Cody Cameron|Kris Pearn,inventor|food|scientist,Animation|Family|Comedy,Columbia Pictures|Sony,6.4
0.926614,16000000,Zulu,Orlando Bloom|Forest Whitaker|Conrad Kemp|Inge Beckmann|Tinarie Van Wyk-Loots,JÃ©rÃ´me Salle,,Crime|Drama|Thriller,Eskwad|M6 Films|Canal+|PathÃ©|CinÃ©+,6.8
0.92639,18000000,Blue Jasmine,Cate Blanchett|Alec Baldwin|Sally Hawkins|Bobby Cannavale|Louis C.K.,Woody Allen,san francisco|two word title|new york city|rich|narcissism,Comedy|Drama,Perdido Productions,6.9
0.921438,28000000,Third Person,Liam Neeson|Mila Kunis|James Franco|Olivia Wilde|Adrien Brody,Paul Haggis,,Drama|Romance,Hwy61|Corsan|Volten|Lailaps Pictures|Purple Papaya Films,5.6
0.916811,0,The Last Days on Mars,Liev Schreiber|Romola Garai|Elias Koteas|Olivia Williams|Johnny Harris,Ruairi Robinson,mars|science fiction|zombies,Science Fiction|Thriller|Horror,Warner Bros.,5.1
0.904664,0,Vehicle 19,Paul Walker|Naima McLean|Gys de Villiers|Leyla Haidarian|Tshepo Maseko,Mukunda Michael Dewil,mistaken identity|dirty cop|car chase,Thriller,Industrial Development Corporation of South Africa|K5 International|The Safran Company|Forefront Media Group|Efish Entertainment,5.1
0.902702,0,I Give It a Year,Rafe Spall|Rose Byrne|Anna Faris|Jason Flemyng|Stephen Merchant,Dan Mazer,marriage|newlywed|first anniversary,Comedy|Romance,Canal Plus|Paradis Films|StudioCanal|TF1 Films Production|Working Title Films,5.4
0.892455,2500000,A Haunted House,Marlon Wayans|Essence Atkins|Nick Swardson|Cedric the Entertainer|David Koechner,Michael Tiddes,horror spoof|found footage|duringcreditsstinger,Comedy|Horror,Endgame Entertainment|Wayans Bros. Entertainment|IM Global|Open Road Films,5.5
0.890458,4800000,Only God Forgives,Ryan Gosling|Kristin Scott Thomas|Gordon Brown|Tom Burke|Vithaya Pansringarm,Nicolas Winding Refn,suicidal|written by director|arthouse|bangkok thailand|neo-noir,Drama|Thriller|Crime,Gaumont|Wild Bunch|Bold Films|Film i VÃ¤st|A Grand Elephant,5.3
0.886993,30000000,Side Effects,Rooney Mara|Jude Law|Channing Tatum|Catherine Zeta-Jones|Vinessa Shaw,Steven Soderbergh,fraud|coverup|murder|drug|prescription medication,Thriller|Crime|Drama,Di Bonaventura Pictures|Endgame Entertainment|Universal|Open Road Films,6.3
0.879731,0,Cold Comes the Night,Alice Eve|Bryan Cranston|Logan Marshall-Green|Ursula Parker|Leo Fitzpatrick,Tze Chun,motel|criminal|corrupt cop,Crime|Drama|Thriller,Whitewater Films|Sasquatch Films|Syncopated Films|Three Point Capital|Venture Forth,5.6
0.878843,0,Are You Here,Owen Wilson|Zach Galifianakis|Amy Poehler|Laura Ramsey|Lauren Lapkus,Matthew Weiner,loss of father|inheritance|family,Comedy,Gilbert Films,4.9
0.873688,13500000,La migliore offerta,Geoffrey Rush|Jim Sturgess|Sylvia Hoeks|Donald Sutherland|Maximilian Dirr,Giuseppe Tornatore,painting|auctioneer|confidence game|fine art|honey pot,Drama|Romance|Crime|Mystery,Paco Cinematografica|Warner Bros.|Regione Lazio|Business Location Sudtirol Alto Adige|Friuli Venezia Giulia Film Commission,7.7
0.869067,30000000,The Incredible Burt Wonderstone,Steve Carell|Jim Carrey|Steve Buscemi|Olivia Wilde|James Gandolfini,Don Scardino,las vegas nevada|magician,Comedy,New Line Cinema|Benderspink|Carousel Productions,5.2
0.864697,10000000,Mud,Matthew McConaughey|Tye Sheridan|Jacob Lofland|Sam Shepard|Reese Witherspoon,Jeff Nichols,river|snake|arkansas|fugitive|river boat,Drama,FilmNation Entertainment|Everest Entertainment,6.9
0.863341,0,Mindscape,Mark Strong|Taissa Farmiga|Brian Cox|Indira Varma|Noah Taylor,Jorge Dorado,teenager,Thriller|Drama,StudioCanal|The Safran Company|Roxbury Pictures|Ombra Films,6.5
